log_no,post_date,category,claim_id,topic,claim,numbers,para_idx,image_ref,vs_v1,v1_anchor
221415557189,2018-12-09,29,221415557189-1,⑧기타,방법론 주장 없음,,-1,False,none,
221419750574,2018-12-15,29,221419750574-1,⑧기타,방법론 주장 없음,,-1,False,none,
221424890026,2018-12-22,29,221424890026-1,⑥국면대응,다우지수 주봉 RSI가 30 부근(30~32)까지 하락하면 대체로 급반등이 나온다는 경험칙을 제시(리먼사태는 예외),30미만;34;30~32,46,False,new,
221435715002,2019-01-06,29,221435715002-1,①후보선정,시장 상승 동력이 없는 국면에서는 이벤트(재료)가 있는 종목 위주 단기매매 전략이 유효하다고 봄,,68,False,agree,①후보선정 — 재료(뉴스·촉매)가 1차 필터
221440430480,2019-01-12,29,221440430480-1,⑧기타,방법론 주장 없음,,-1,False,none,
221446653131,2019-01-20,29,221446653131-1,⑧기타,방법론 주장 없음,,-1,False,none,
221452105452,2019-01-27,29,221452105452-1,⑧기타,방법론 주장 없음,,-1,False,none,
221461807560,2019-02-09,29,221461807560-1,①후보선정,이벤트 기대감에 미리 급등한 테마주는 회담 임박~당일 재료소멸로 하락하는 패턴이 반복된다고 지적,,63,False,agree,①후보선정 — 재료의 지속력(완료형이면 거름)
221467982503,2019-02-17,29,221467982503-1,⑧기타,방법론 주장 없음,,-1,False,none,
221473453880,2019-02-24,29,221473453880-1,⑧기타,방법론 주장 없음,,-1,False,none,
221479091115,2019-03-03,29,221479091115-1,⑧기타,방법론 주장 없음,,-1,False,none,
221484698840,2019-03-10,29,221484698840-1,⑧기타,방법론 주장 없음,,-1,False,none,
221490416011,2019-03-17,29,221490416011-1,⑧기타,방법론 주장 없음,,-1,False,none,
221496438008,2019-03-25,29,221496438008-1,⑧기타,방법론 주장 없음,,-1,False,none,
221501724822,2019-03-31,29,221501724822-1,⑧기타,방법론 주장 없음,,-1,False,none,
221508428708,2019-04-08,29,221508428708-1,⑧기타,방법론 주장 없음,,-1,False,none,
221512934610,2019-04-13,29,221512934610-1,⑧기타,방법론 주장 없음,,-1,False,none,
221519063824,2019-04-21,29,221519063824-1,⑧기타,방법론 주장 없음,,-1,False,none,
221524603222,2019-04-28,29,221524603222-1,⑧기타,방법론 주장 없음,,-1,False,none,
221530251228,2019-05-05,29,221530251228-1,⑧기타,방법론 주장 없음,,-1,False,none,
221535634199,2019-05-12,29,221535634199-1,⑥국면대응,코스피 지수의 RSI 과매도권 진입을 단기 반등 가능성의 근거로 사용,,47,False,new,
221540975508,2019-05-19,29,221540975508-1,⑧기타,방법론 주장 없음,,-1,False,none,
221546990856,2019-05-26,29,221546990856-1,⑥국면대응,RSI 과매도권 진입 시 통상 얼마 안가 기술적 반등이 나온다는 경험칙을 제시,,60,False,new,
221552516036,2019-06-02,29,221552516036-1,⑥국면대응,RSI 과매도권 이탈로 단기반등 가능성을 보면서도 다우·S&P 등 해외지수 지지선 붕괴 여부를 급락 리스크 신호로 병행 확인,,50,False,new,
221558115422,2019-06-09,29,221558115422-1,⑥국면대응,10일 이동평균선 재돌파 여부를 지수 기술적 반등 확정의 판단 기준으로 사용,10일,47,False,new,
221562708682,2019-06-15,29,221562708682-1,⑥국면대응,이동평균선들이 밀집한 구간에서는 상승파동이 나올 때까지 박스권 대응 전략을 취함,,1,False,new,
221562708682,2019-06-15,29,221562708682-2,⑥국면대응,쌍바닥 패턴이 유효하려면 직전 저점을 붕괴시키지 않아야 한다는 조건을 제시,,50,False,new,
221569088706,2019-06-24,29,221569088706-1,⑥국면대응,빅이벤트로 관망장세일 때는 지수 방향성보다 수급이 쏠리는 개별 종목에 집중하는 대응을 취함,,78,False,new,
221574575132,2019-07-01,29,221574575132-1,⑥국면대응,지수의 장기 상승 지속을 위해서는 장기 이동평균선 돌파가 전제조건이라고 봄,,56,False,new,
221579857306,2019-07-07,29,221579857306-1,①후보선정,미해결 재료(일본 수출규제)는 지속력이 있어 관련 테마가 후속 시세(2차 상승)를 낼 수 있다고 봄,,52,False,agree,§1① 후보선정 — 재료의 지속력(뉴스가 완료형이면 거르고 후속 보도 이어질 재료만 취함)
221579857306,2019-07-07,29,221579857306-2,⑥국면대응,저점 형성 후 아랫꼬리가 달린 양봉 캔들 출현을 단기 반등 신호로 해석,,57,False,new,
221585416609,2019-07-14,29,221585416609-1,⑧기타,방법론 주장 없음,,-1,False,none,
221591321812,2019-07-21,29,221591321812-1,⑥국면대응,지수가 역배열 상태일 때는 60일 또는 120일 이동평균선을 회복하기 전까지 방어적(보수적) 대응을 유지해야 한다는 국면 판단 기준을 제시,60일; 120일,70,False,new,
221598345203,2019-07-28,29,221598345203-1,⑥국면대응,장대음봉으로 저점을 확인한 뒤에 기술적 반등이 나오는 것이 정상적인 바닥 패턴이라고 봄,,71,False,new,
221598345203,2019-07-28,29,221598345203-2,⑥국면대응,전주에 이어 지수가 60일·120일 이동평균선을 회복하기 전까지는 보수적 시각을 유지한다고 재확인,60일; 120일,72,False,new,
221605304070,2019-08-04,29,221605304070-1,⑧기타,방법론 주장 없음,,-1,False,none,
221612789725,2019-08-11,29,221612789725-1,⑥국면대응,전강후약 패턴의 음봉 캔들로 반등이 나온 것을 반등 모멘텀이 약하다는 신호로 해석,,45,False,new,
221612789725,2019-08-11,29,221612789725-2,⑥국면대응,유튜브 영상에서도 언급했듯 지수가 120일 이동평균선에 안착하기 전까지는 보수적 시장관을 유지한다고 밝힘,120일,58,False,new,
221620076430,2019-08-18,29,221620076430-1,⑥국면대응,지수 저점은 보통 외바닥이 아닌 쌍바닥 형태로 형성되므로 쌍바닥 재확인 가능성을 항상 염두에 둬야 한다는 경험칙을 제시,,54,False,new,
221628207332,2019-08-25,29,221628207332-1,⑥국면대응,550포인트를 쌍바닥 지지가 성립하는 마지노선으로 설정해 이 레벨의 재지지 여부로 쌍바닥 성립을 판단,550포인트,62,False,new,
221635648071,2019-09-01,29,221635648071-1,⑥국면대응,저항선과 상승 추세선 사이에서 지수가 수렴형(쐐기형) 패턴으로 횡보할 것이라는 개인 전망을 제시,,61,False,new,
221642649004,2019-09-08,29,221642649004-1,⑥국면대응,상승 추세선이 유지되는 한 지수가 계속 상승할 것이라는 추세추종적 개인 견해를 제시,,61,False,new,
221656031139,2019-09-22,29,221656031139-1,⑧기타,방법론 주장 없음,,-1,False,none,
221663630713,2019-09-30,29,221663630713-1,⑧기타,방법론 주장 없음,,-1,False,none,
221669716009,2019-10-06,29,221669716009-1,⑧기타,방법론 주장 없음,,-1,False,none,
221676793205,2019-10-14,29,221676793205-1,⑧기타,방법론 주장 없음,,-1,False,none,
221683199246,2019-10-20,29,221683199246-1,⑥국면대응,60일 이동평균선이 주가 아래에 위치하는 상태를 지수 안정의 근거로 사용,60일,79,False,new,
221690293820,2019-10-27,29,221690293820-1,⑥국면대응,120일 이동평균선 돌파 여부를 코스닥 지수 추가 상승 가능성의 판단 기준으로 사용,120일,68,False,new,
221696592787,2019-11-03,29,221696592787-1,⑧기타,방법론 주장 없음,,-1,False,none,
221703512087,2019-11-10,29,221703512087-1,⑥국면대응,이동평균선들이 역배열에서 정배열로 전환되는 것을 깊은 조정 종료의 근거로 사용,120일,66,False,new,
221710287066,2019-11-17,29,221710287066-1,⑥국면대응,이동평균선이 밀집한 상태에서는 발산적 흐름이 나오기까지 시간이 더 필요하다고 판단,,77,False,new,
221716903844,2019-11-24,29,221716903844-1,⑧기타,방법론 주장 없음,,-1,False,none,
221723830231,2019-12-01,29,221723830231-1,⑧기타,방법론 주장 없음,,-1,False,none,
221730695520,2019-12-08,29,221730695520-1,⑥국면대응,저점 상향과 고점 상향이 동반되는 흐름을 건전한 상승 추세의 조건으로 제시,,69,False,new,
221730695520,2019-12-08,29,221730695520-2,⑥국면대응,지지·저항 공방이 반복된 가격대일수록 해당 구간의 신뢰도가 높다고 판단,,79,False,new,
221737921190,2019-12-15,29,221737921190-1,⑥국면대응,코스피 차트에서 저항선 돌파를 근거로 상승 목표치와 조정 시 되돌림 지지선을 미리 설정해 대응 전략을 세움,"2,200;2,100",76,False,new,
221745898182,2019-12-22,29,221745898182-1,⑥국면대응,코스피가 5일 이동평균선 지지 여부로 추가상승과 단기조정 여부를 가르고 10~20일 이동평균선을 조정 시 지지대로 제시,5;10;20,50,False,new,
221753018872,2019-12-29,29,221753018872-1,⑥국면대응,코스닥 이동평균선들이 밀집 후 정배열로 전환되는 것을 상승추세 전환 신호로 해석,120,56,False,new,
221760688954,2020-01-05,29,221760688954-1,⑥국면대응,특정 가격대에 거래(매물)가 쌓이면 재상승 시 그 구간이 저항으로 작용한다고 보고 보수적 대응을 권고,"2,150;2,100;2,200",45,False,new,
221768904417,2020-01-12,29,221768904417-1,⑥국면대응,급격한 단기 하락은 예정된 조정을 앞당긴 것으로 해석해 이후 지수가 상승추세 하단추세선을 따라 움직일 것으로 판단,"2,250;2,175;2,150",68,False,new,
221778626226,2020-01-20,29,221778626226-1,⑥국면대응,설 연휴 등 장기 연휴를 앞두면 차익실현 매물 출회로 조정이 발생하는 경향이 있다고 보고 대응전략에 미리 반영,,0,False,new,
221793746194,2020-02-02,29,221793746194-1,⑥국면대응,심각한 악재 발생시 지수 조정의 끝은 통상 시세가 시작된 원점(첫 상승의 지지점)까지 되돌아가는 경향이 있다는 경험칙을 제시,"2,050;2,000",52,False,new,
221802193205,2020-02-09,29,221802193205-1,⑥국면대응,코로나19 확진자 증가세 둔화라는 외부 트리거가 확인되면 코스닥이 특정 저항선까지 상승할 수 있다는 조건부 목표가를 제시,675,68,False,new,
221811649452,2020-02-16,29,221811649452-1,⑥국면대응,코스피 지지선 이탈 여부를 투매 리스크 판단 기준점으로 삼아 사전 경고,"2,300",51,False,new,
221821469305,2020-02-23,29,221821469305-1,⑥국면대응,불확실성이 높은 급락 국면에서는 보유기간을 짧게 가져가는 단기 트레이딩 전략만이 유효하다고 판단,,4,False,new,
221831802834,2020-03-01,29,221831802834-1,⑥국면대응,RSI가 20 이하로 진입해야 확실한 바닥으로 판단하며 애매한 반등에서는 매수하지 않고 과매도권 확인 후 대응,20;1900;575~550,44,False,new,
221843428720,2020-03-08,29,221843428720-1,⑥국면대응,코스닥 반등의 진위를 판단하기 위해 핵심 지지구간 방어와 저항선 돌파 매수세 등장이라는 두 조건을 동시에 요구,625;600,53,False,new,
221854890660,2020-03-15,29,221854890660-1,⑥국면대응,RSI 과매도 진입과 특정 캔들 패턴(바닥 신호 캔들)을 지수 바닥·반등 시점 판단의 보조 근거로 사용,,51,False,new,
221866786120,2020-03-22,29,221866786120-1,⑧기타,방법론 주장 없음,,-1,False,none,
221879678286,2020-03-29,29,221879678286-1,⑥국면대응,급락 이후 급등락이 심한 변동성 장에서는 오전장 위주로 매매를 마무리하고 오후장은 매매를 쉬는 것을 권장,,0,False,new,
221891973787,2020-04-05,29,221891973787-1,⑧기타,방법론 주장 없음,,-1,False,none,
221904188740,2020-04-12,29,221904188740-1,⑥국면대응,단기 이동평균선(5·10·20일선) 이탈·각도 둔화·데드크로스를 지수 추세 전환 경계 신호로 사용,5일 이동평균선;10일선;20일 이동평균선,49,False,new,
221916600826,2020-04-19,29,221916600826-1,⑧기타,방법론 주장 없음,,-1,False,none,
221930835058,2020-04-26,29,221930835058-1,⑧기타,방법론 주장 없음,,-1,False,none,
221943740735,2020-05-03,29,221943740735-1,⑧기타,방법론 주장 없음,,-1,False,none,
221955115773,2020-05-10,29,221955115773-1,⑥국면대응,급등이 나오는 종목·지수는 특징적으로 저점(지지선)을 한 번 이탈한 뒤에 급등이 시작된다는 경험칙을 시황 해석에 사용,,59,False,new,
221967296325,2020-05-17,29,221967296325-1,⑧기타,방법론 주장 없음,,-1,False,none,
222094678371,2020-09-20,29,222094678371-1,①후보선정,테슬라 배터리데이·정부 뉴딜펀드 가이드라인 등 예정된 촉매 이벤트를 미리 확인해 관련 테마주를 후보로 탐색,,1,False,agree,METHOD.md §1 ①후보선정 — 재료(뉴스·촉매)가 1차 필터
222101014852,2020-09-27,29,222101014852-1,⑥국면대응,증시는 장기적으로 우상향한다는 전제로 하락 조정 국면을 저가 매수 기회로 활용,,0,False,new,
222106410419,2020-10-04,29,222106410419-1,⑧기타,방법론 주장 없음,,-1,False,none,
222112787044,2020-10-11,29,222112787044-1,⑧기타,방법론 주장 없음,,-1,False,none,
222119055703,2020-10-18,29,222119055703-1,⑥국면대응,코스닥 지수의 20·60·120일 이동평균선이 한 곳으로 수렴하며 기울기가 둔화되면 방향성이 임박한 신호로 해석,"20,60,120일",51,False,new,
222126119104,2020-10-25,29,222126119104-1,⑧기타,방법론 주장 없음,,-1,False,none,
222132534067,2020-11-01,29,222132534067-1,①후보선정,급락 후 단기반등 국면에서 이등분선 기법을 활용해 주도주를 선별하는 방식을 함께 제시,,55,False,new,
222138747861,2020-11-08,29,222138747861-1,⑧기타,방법론 주장 없음,,-1,False,none,
222144871371,2020-11-15,29,222144871371-1,⑧기타,방법론 주장 없음,,-1,False,none,
222151260178,2020-11-22,29,222151260178-1,⑧기타,방법론 주장 없음,,-1,False,none,
222157492912,2020-11-29,29,222157492912-1,⑥국면대응,상승장에서 5일·10일 이동평균선이 붕괴되는 시점을 단기 낙폭 발생 신호로 보고 이를 저가 매수 기회로 해석,5일;10일,59,False,new,
222164645844,2020-12-06,29,222164645844-1,⑥국면대응,주봉 기준 RSI가 과열권에 진입해도 다이버전스 신호가 나타나기 전까지는 상승 추세가 더 이어진다고 판단,,59,False,new,
222172240962,2020-12-13,29,222172240962-1,⑥국면대응,강한 상승 추세에서는 추세선을 살짝 이탈해도 눌림목 매수 기회로 보고 두려워할 필요가 없다고 판단,,65,False,new,
222179658722,2020-12-20,29,222179658722-1,⑧기타,방법론 주장 없음,,-1,False,none,
222186826993,2020-12-27,29,222186826993-1,⑧기타,방법론 주장 없음,,-1,False,none,
222194872280,2021-01-03,29,222194872280-1,⑥국면대응,"월봉 RSI가 과매수권에 진입하면 변동성 확대에 대비하되, 진입 후 첫 눌림목 구간은 지수가 급락하더라도 저가 매수 기회로 활용한다",,53,False,new,
222202639133,2021-01-10,29,222202639133-1,⑥국면대응,지수 캔들이 음전환되며 아래꼬리 없이 종가가 저가와 같은 형태로 마감하는 패턴을 장중 급락 경계 신호로 참고한다,,49,False,new,
222202639133,2021-01-10,29,222202639133-2,⑥국면대응,월봉 볼린저밴드 상단 강한 돌파와 RSI 70후반~80초반 진입을 2007년·2017년 등 과거 고점 국면과 대조해 상승 여력(과열 정도)을 가늠한다,2007년;2017년;70후반;80초반;75,51,False,new,
222210263096,2021-01-17,29,222210263096-1,⑥국면대응,사상 최고 수준의 고객예탁금(유동성)이 유지되는 국면에서는 단기 급락도 유동성이 받쳐줄 것으로 보고 저가 매수 기회로 삼는다,,1,False,new,
222218248547,2021-01-24,29,222218248547-1,⑥국면대응,"지수 반등 후 첫 번째로 나오는 조정은 저가 매수 기회로 보되, 두 번째 조정부터는 신중하게 대응한다",첫번째;두번째,61,False,new,
222226345846,2021-01-31,29,222226345846-1,⑧기타,방법론 주장 없음,,-1,False,none,
222235176754,2021-02-07,29,222235176754-1,⑥국면대응,명절 연휴를 앞두고 투자자들의 현금화·자금회수 경향으로 증시가 하락할 가능성이 있다고 보고 대비한다,,0,False,new,
222243030829,2021-02-14,29,222243030829-1,⑧기타,방법론 주장 없음,,-1,False,none,
222251016321,2021-02-21,29,222251016321-1,⑥국면대응,"최근 23거래일 동안 외국인 순매수일에는 지수가 전부 상승하고 순매도일에는 대부분 하락한 상관관계를 근거로, 외국인 수급을 지수 방향의 관찰 지표로 계속 주시한다",23거래일,71,False,new,
222267182816,2021-03-07,29,222267182816-1,⑥국면대응,하락추세선 돌파 전 약세·박스권 국면에서는 보유기간을 짧게 가져가는 단기 대응(단타)을 취한다,,49,False,new,
222275082450,2021-03-14,29,222275082450-1,⑧기타,방법론 주장 없음,,-1,False,none,
222282471061,2021-03-21,29,222282471061-1,⑥국면대응,지수가 7거래일 연속 양봉을 이어가면 단기 과열로 보고 다음 주 조정 가능성에 대비한다,7거래일,56,False,new,
222290372479,2021-03-28,29,222290372479-1,⑧기타,방법론 주장 없음,,-1,False,none,
222333917696,2021-05-02,29,222333917696-1,⑥국면대응,상승 추세선의 붕괴 여부를 지수 급락 위험 판단의 기준으로 사용,3100포인트,49,False,new,
222333917696,2021-05-02,29,222333917696-2,⑥국면대응,60일 이동평균선을 코스닥 지수의 반등 지지선으로 판단,60일,52,False,new,
222333917696,2021-05-02,29,222333917696-3,⑥국면대응,RSI 과열 신호가 뜬 상승 구간을 추세 전환이 아닌 단순 조정으로 해석,,53,False,new,
222344982331,2021-05-10,29,222344982331-1,⑧기타,방법론 주장 없음,,-1,False,none,
222353258969,2021-05-16,29,222353258969-1,⑥국면대응,"박스권 장세에서는 추세·박스 하단 매수, 상단 매도의 역추세 대응 전략을 제시",,59,False,new,
222363036947,2021-05-23,29,222363036947-1,⑥국면대응,20일 이동평균선의 기울기가 하락 전환하는 것을 단기 경계 신호로 사용,20일,49,False,new,
222387142841,2021-06-06,29,222387142841-1,⑧기타,방법론 주장 없음,,-1,False,none,
222396234094,2021-06-13,29,222396234094-1,⑥국면대응,차트를 거꾸로 뒤집어 보는 방식으로 이동평균선의 저항 여부를 재확인하는 보조 기법을 사용,,55,False,new,
222404174213,2021-06-20,29,222404174213-1,⑥국면대응,월봉 차트에서 5개월 이동평균선(월봉) 위 양봉 지속 여부를 상승추세 지속의 판단 근거로 사용,5월봉,61,False,new,
222404174213,2021-06-20,29,222404174213-2,⑥국면대응,과거 거래가 없었던 매물 공백 구간에서는 저항 없이 상승이 쉽다고 판단,,63,False,new,
222412244508,2021-06-27,29,222412244508-1,⑥국면대응,RSI가 아직 과열 신호를 보이지 않는 것을 상승 추세가 더 지속될 수 있다는 근거로 사용,,67,False,new,
222419910728,2021-07-04,29,222419910728-1,⑥국면대응,단기 이동평균선(5일선) 위에서 장기간 상승이 이어지면 차익실현 매도 출회 위험을 경계,5일선,56,False,new,
222427624623,2021-07-11,29,222427624623-1,⑧기타,방법론 주장 없음,,-1,False,none,
222436041481,2021-07-18,29,222436041481-1,⑧기타,방법론 주장 없음,,-1,False,none,
222444802333,2021-07-25,29,222444802333-1,⑥국면대응,이동평균선과 하락추세선이 겹치는 구간을 복합 저항으로 보고 두 저항을 모두 넘어야 안전하다고 판단,20일,53,False,new,
222453371342,2021-08-01,29,222453371342-1,⑥국면대응,단기 추세선 붕괴와 20일 이동평균선 각도 하락을 함께 확인해 지수 단기 급락의 전조 신호로 판단,20일,49,False,new,
222453371342,2021-08-01,29,222453371342-2,⑥국면대응,추세선과 20일 이동평균선을 동시에 이탈하면 직전 지지점 또는 60일 이동평균선에서의 반등 여부로 대응 전략을 판단,20일;60일,51,False,new,
222461737104,2021-08-08,29,222461737104-1,⑥국면대응,상승 추세선이 붕괴돼도 60일 이동평균선 또는 직전 저점 위에서 반등에 성공하면 지지력이 유효한 것으로 판단,60일,72,False,new,
222472020519,2021-08-16,29,222472020519-1,⑥국면대응,지지선 이탈과 20일 이동평균선의 하방 전환이 겹치면 기술적 반등과 재하락이 반복될 수 있다고 판단,20일,50,False,new,
222480152645,2021-08-22,29,222480152645-1,⑥국면대응,지지선이 무너지면 RSI 과매도 신호로 대응 기준을 전환해 단기 낙폭에 대한 기술적 반등 구간을 해석,,62,False,new,
222480152645,2021-08-22,29,222480152645-2,⑥국면대응,이동평균선이 역배열로 전환되는 초기 국면을 장기간 조심해야 할 하락 리스크 신호로 해석,,63,False,new,
222488171517,2021-08-29,29,222488171517-1,⑥국면대응,코스닥 지수의 20일 이동평균선 돌파 여부를 낙관적 대응과 보수적 대응을 가르는 분기 기준으로 삼음,20일,69,False,new,
222495737370,2021-09-05,29,222495737370-1,⑥국면대응,20일선과 60일 이동평균선이 겹치는 구간을 지지선으로 판단,"20,60일;1,030포인트",58,False,new,
222503344355,2021-09-12,29,222503344355-1,⑥국면대응,저자의 경험상 긴 연휴 직전에는 증시가 대체로 약세를 보이는 계절성 패턴이 있다고 인식,,74,False,new,
222517363214,2021-09-26,29,222517363214-1,⑥국면대응,지지선 이탈 시 전저점에서의 지지 여부를 확인하고 지지선 회복 전까지 박스권 대응을 유지,,65,False,new,
222525216610,2021-10-03,29,222525216610-1,⑥국면대응,"하락추세가 상승추세로 전환되려면 20일과 60일 이동평균선을 모두 돌파해야 한다고 보고, 그 전까지는 낙폭과대 반등만 노리는 단타 전략을 취함",20일;60일,61,False,new,
222532846354,2021-10-10,29,222532846354-1,⑥국면대응,RSI 과매도권 진입을 급락 이후 저점매수 기회로 판단,,60,False,new,
222532846354,2021-10-10,29,222532846354-2,⑥국면대응,변동성이 크고 예측이 어려운 장세에서는 트레이딩 비중을 축소하는 대응이 낫다고 판단,,68,False,new,
222539558257,2021-10-17,29,222539558257-1,⑥국면대응,20일 이동평균선 탈환 이후 추가 반등이 이어지면 하락추세에서 상승추세로 회복한 것으로 판단하는 기준을 제시,20일,55,False,new,
222546600549,2021-10-24,29,222546600549-1,⑥국면대응,"코스피가 저항대 3,050~3,100포인트를 돌파해야 하락추세대를 벗어난 것으로 보고, 그 전까지는 전저점 2,900포인트 부근을 지지선으로 판단","3,050~3,100포인트;2,900포인트;2950 포인트",72,False,new,
222554314340,2021-10-31,29,222554314340-1,⑥국면대응,단일 저점(V자 반등)보다 쌍바닥·쓰리바닥 형태로 저점을 확인한 뒤 회복하는 편을 더 신뢰할 만한 바닥 패턴으로 봄,,66,False,new,
222560998633,2021-11-07,29,222560998633-1,⑥국면대응,"반복되는 갭하락을 전형적인 하락-조정장 패턴으로 해석하고, 직전 저점(2,900포인트)이 붕괴되면 즉시 관망(매매 보류)으로 전환한다는 대응원칙을 제시",2900~2950포인트;2900포인트,62,False,new,
222567765951,2021-11-14,29,222567765951-1,⑥국면대응,추세선 외에 특정 가격대(코스닥 980포인트)에 수평선을 그어두고 그 지점에서의 반등 여부를 지지력 확인 기준으로 삼음,980포인트;1025포인트,66,False,new,
222574673150,2021-11-21,29,222574673150-1,⑥국면대응,하락추세선 돌파만으로는 부족하고 20일 이동평균선까지 확실히 장악(안착)해야 비로소 추세 전환을 안심할 수 있다고 봄,20일,59,False,new,
222580873266,2021-11-28,29,222580873266-1,⑥국면대응,추세 회복이 불확실한 관망 국면에서는 단순 대기보다 단기 낙폭(급락) 구간을 저가매수 기회로 노리는 전략으로 대응한다고 밝힘,,57,False,new,
222587343052,2021-12-05,29,222587343052-1,⑥국면대응,"하락추세선 또는 장기 이동평균선(60일선) 돌파를 지수의 상승 전환 신호로 삼되, 반등은 짧고 하락은 긴 비대칭 국면에서는 보수적으로 대응",60일선,62,False,new,
222593404522,2021-12-12,29,222593404522-1,⑥국면대응,"20일선과 60일선을 동시에 안착(돌파 후 지지)하는 것을 긍정적 전환 신호로 판단하고, 저점을 높여가는 상승추세선을 그어 향후 방향을 가늠",20일선;60일선,53,False,new,
222599255288,2021-12-19,29,222599255288-1,⑥국면대응,"저점은 상승하고 고점은 하락하는 수렴형(삼각형) 추세대를 방향성 미결정 구간으로 규정하고, 상단 추세선 돌파 전까지는 관망한다고 봄",,48,False,new,
222604879561,2021-12-26,29,222604879561-1,⑥국면대응,"박스권 상단 저항 돌파를 앞둔 국면에서, 돌파 실패 시에는 실망매물이 나오며 급락으로 이어질 수 있다는 리스크 시나리오를 제시",,50,False,new,
222610985720,2022-01-02,29,222610985720-1,⑥국면대응,이동평균선이 밀집해 방향성 결정이 임박한 국면에서도 저항선 돌파를 확인하기 전까지는 상승 시세를 기대하지 않고 좁은 박스권 대응을 유지,,49,False,new,
222617229532,2022-01-09,29,222617229532-1,⑧기타,방법론 주장 없음,,-1,False,none,
222623200452,2022-01-16,29,222623200452-1,⑧기타,방법론 주장 없음,,-1,False,none,
222629126008,2022-01-23,29,222629126008-1,⑧기타,방법론 주장 없음,,-1,False,none,
222640275329,2022-02-06,29,222640275329-1,⑧기타,방법론 주장 없음,,-1,False,none,
222646319647,2022-02-13,29,222646319647-1,⑧기타,방법론 주장 없음,,-1,False,none,
222652637259,2022-02-20,29,222652637259-1,⑧기타,방법론 주장 없음,,-1,False,none,
222659272351,2022-02-27,29,222659272351-1,⑥국면대응,"코스피 2,400~2,600포인트 구간을 저가매수 기회로 보고 악재에 사고 호재에 파는 역발상 전략을 제시함",2600포인트 ~ 2400포인트,0,False,new,
222665195048,2022-03-06,29,222665195048-1,⑧기타,방법론 주장 없음,,-1,False,none,
222671511495,2022-03-13,29,222671511495-1,⑧기타,방법론 주장 없음,,-1,False,none,
222678007647,2022-03-20,29,222678007647-1,⑧기타,방법론 주장 없음,,-1,False,none,
222684203463,2022-03-27,29,222684203463-1,⑧기타,방법론 주장 없음,,-1,False,none,
222690451458,2022-04-03,29,222690451458-1,⑥국면대응,"코스피 지수가 60일 이동평균선을 돌파하면 상승 여력(2800선)이 열리고, 조정 시 20일 이동평균선(2700선) 지지 여부를 확인해야 한다고 판단",60일;2800;20일;2700,45,False,new,
222696604079,2022-04-10,29,222696604079-1,⑧기타,방법론 주장 없음,,-1,False,none,
222703377658,2022-04-17,29,222703377658-1,⑥국면대응,20일선과 60일선의 골든크로스 발생 여부를 지수의 추세적 상승 전환 신호로 본다,20일;60일,50,False,new,
222709795140,2022-04-24,29,222709795140-1,⑥국면대응,박스권 장세는 여러 이동평균선이 밀집(수렴)된 후 우상향 전환이 나와야 종료된다고 판단,,48,False,new,
222717304218,2022-05-01,29,222717304218-1,⑧기타,방법론 주장 없음,,-1,False,none,
222724861993,2022-05-08,29,222724861993-1,⑧기타,방법론 주장 없음,,-1,False,none,
222741971250,2022-05-22,29,222741971250-1,⑥국면대응,20일 이동평균선 부근에서 쌍바닥 패턴이 형성되면 이후 반등 흐름이 강해질 가능성이 높다고 판단,20일,47,False,new,
223831878642,2025-04-13,29,223831878642-1,⑥국면대응,RSI 보조지표가 과매도 구간에 진입하는 것을 기술적 반등의 신호로 해석,RSI,7,False,new,
223898337641,2025-06-13,29,223898337641-1,⑤데이터기반,"급등주는 대체로 상승 랠리가 짧으면 15~20거래일, 길어도 2~3개월 내에 마무리되고 이후 조정에 들어간다는 경험적 패턴을 실제 사례(에넥스 36일 상승/30일 조정, 그래디언트 24→43→32일)로 제시",15일~20일;2~3개월;36거래일;30거래일;24거래일;43거래일;32거래일,113,False,new,
223898337641,2025-06-13,29,223898337641-2,⑤데이터기반,"과거 저서(1,000여건 데이터)보다 훨씬 큰 규모로 상승폭·하락폭·반등폭을 수치화해 통계를 축적 중이라고 서술","1,000건 이상",183,False,agree,"§2 데이터 기반 — 상승폭·하락폭·반등폭 3종 세트 통계(13,503건)"
223898337641,2025-06-13,29,223898337641-3,⑥국면대응,지수·종목이 급등하는 시기에도 조급하게 추격매수하지 않고 충분한 눌림목이 나올 때까지 기다리는 원칙을 강조,,167,False,new,
224230350920,2026-03-26,29,224230350920-1,①후보선정,"거래대금과 시가총액 기준으로 테마 내 후보군을 압축하며, 시총 1조원을 넘는 대형주가 없는 소형주 위주 테마에 관심을 둔다고 서술",1조원,6,False,agree,"§1① 후보선정 — 시가총액·거래대금 필터, 시총 5조 이상 대형주는 부적합"
224230350920,2026-03-26,29,224230350920-2,①후보선정,테마주는 재료의 내용에 따라 통상 1~3개월간 시세가 유지되는 경향이 있다고 정량화,1~3개월,18,False,agree,§1① 후보선정 — 재료의 지속력을 본다
224230350920,2026-03-26,29,224230350920-3,③분할매수,뉴스 재료로 변동성이 큰 테마종목은 넉넉한 가격대에 걸쳐 분할매수하는 방식으로 대응한다고 서술,,40,False,new,
224230350920,2026-03-26,29,224230350920-4,⑥국면대응,"변동성이 큰 테마종목은 단기 박스권을 설정해 음봉에 매수, 양봉에 매도하는 대안 전략을 제시",,40,False,new,
